University,Course,Department,Branch,Semester,CGPA,Interest,Mode_of_Study,Institution_Type,Location,Medium_of_Education,career_readiness
Teerthanker Mahaveer University (TMU),MBBS,Medical,General Medicine,3,6.13,Job,Distance,Deemed,Semi-Urban,Hindi,0
Osmania University,B.Ed,Education,Teaching,6,6.81,Teaching,Regular,Government,Rural,English,1
University of Mumbai,MBA Marketing,Management,Finance,5,7.24,Job,Regular,Government,Urban,Hindi,1
Madras University,B.Tech Electrical,Engineering,Electrical,8,6.46,Teaching,Regular,Deemed,Semi-Urban,English,1
Graphic Era University,BA English,Arts,History,8,8.83,Job,Distance,Deemed,Urban,Hindi,1
Shiv Nadar University,Hotel Management,Management,Finance,4,7.05,Research,Distance,Government,Semi-Urban,English,0
Amity University,B.Tech Electronics,Engineering,Computer Science,3,9.44,Teaching,Distance,Deemed,Rural,English,1
IIT Delhi,Nursing,General,General Studies,5,9.82,Teaching,Regular,Deemed,Semi-Urban,English,2
Sharda University,M.Des Interaction,General,General Studies,7,9.3,Research,Distance,Private,Urban,English,1
IIT Guwahati,BA English,Arts,History,4,7.61,Job,Regular,Deemed,Rural,English,1
Lucknow University,BBA,Management,Finance,3,7.55,Job,Regular,Government,Urban,Regional,1
Jadavpur University,MBA Finance,Management,Marketing,4,6.08,Research,Online,Private,Semi-Urban,Regional,0
Delhi University,MBA Marketing,Management,Finance,8,7.96,Job,Online,Private,Semi-Urban,English,1
Lucknow University,MCA,IT,AI,3,9.76,Research,Regular,Deemed,Rural,Regional,1
Jamia Millia Islamia,B.Tech Computer Science,Engineering,Mechanical,8,5.4,Job,Regular,Private,Rural,English,1
Graphic Era University,B.Sc Data Science,IT,AI,7,8.76,Research,Regular,Government,Urban,English,2
University of Oxford,Nursing,General,General Studies,6,9.35,Research,Online,Government,Rural,Regional,1
IIT Delhi,B.Tech Mechanical,Engineering,Mechanical,7,9.93,Research,Regular,Deemed,Urban,Regional,0
Banaras Hindu University,MBA HR,Management,HR,2,6.67,Research,Online,Deemed,Rural,English,0
Banaras Hindu University,MBA Marketing,Management,Finance,2,6.78,Job,Online,Government,Semi-Urban,Regional,0
Harvard University,B.Tech Mechanical,Engineering,Computer Science,7,6.15,Teaching,Distance,Government,Urban,Hindi,0
Moradabad Institute of Technology (MIT),B.Tech Electrical,Engineering,Mechanical,1,8.95,Job,Distance,Deemed,Semi-Urban,Regional,0
IIT Bombay,MBA Finance,Management,HR,5,5.7,Research,Distance,Government,Semi-Urban,English,0
OP Jindal Global University,M.Sc Data Science,IT,Software,7,6.34,Teaching,Online,Deemed,Urban,Hindi,0
IIT Indore,B.Tech Civil,Engineering,Computer Science,7,6.48,Teaching,Regular,Private,Rural,Regional,1
Amity University,B.Tech Electrical,Engineering,Mechanical,4,6.87,Job,Distance,Private,Urban,Regional,0
IIT Delhi,M.Tech AI,Engineering,Electrical,4,7.11,Research,Online,Deemed,Semi-Urban,Regional,1
Shiv Nadar University,B.Des UI/UX,General,General Studies,3,7.8,Research,Regular,Deemed,Semi-Urban,Regional,0
Anna University,B.Tech Electronics,Engineering,Civil,5,9.74,Research,Distance,Deemed,Semi-Urban,Regional,1
University of Hyderabad,B.Tech Civil,Engineering,Electrical,8,6.24,Research,Online,Government,Semi-Urban,English,1
Calcutta University,M.Sc Data Science,IT,AI,4,8.9,Research,Distance,Deemed,Urban,Regional,2
Amrita University,BA Psychology,Arts,Political Science,5,8.38,Teaching,Distance,Deemed,Urban,Hindi,0
Teerthanker Mahaveer University (TMU),MBA HR,Management,HR,7,5.58,Job,Online,Private,Urban,Regional,1
University of Cambridge,LLB,Law,Criminal Law,5,9.05,Job,Distance,Deemed,Urban,Regional,0
Moradabad Institute of Technology (MIT),Nursing,General,General Studies,2,5.45,Job,Online,Deemed,Semi-Urban,English,0
IIT Roorkee,LLB,Law,Corporate Law,8,8.69,Teaching,Online,Private,Rural,English,2
Delhi University,M.Des Interaction,General,General Studies,4,8.58,Teaching,Distance,Government,Urban,Hindi,1
Shiv Nadar University,BA English,Arts,History,4,8.45,Job,Regular,Deemed,Semi-Urban,English,2
Pune University,LLM,General,General Studies,1,6.38,Teaching,Regular,Deemed,Urban,Hindi,0
Aligarh Muslim University,BA Psychology,Arts,Political Science,5,7.87,Teaching,Regular,Deemed,Semi-Urban,Regional,1
IIT Indore,M.Sc Data Science,IT,Software,3,8.81,Job,Online,Deemed,Rural,English,1
RV College of Engineering,BBA,Management,Finance,8,8.19,Teaching,Distance,Private,Rural,Regional,0
Harvard University,B.Tech Mechanical,Engineering,Civil,2,9.02,Research,Regular,Private,Urban,Regional,1
Christ University,Hotel Management,Management,Marketing,7,8.44,Job,Distance,Private,Rural,English,1
VIT Vellore,Animation & VFX,Design,UI/UX,1,6.37,Job,Regular,Deemed,Semi-Urban,English,1
Symbiosis International University,B.Des UI/UX,General,General Studies,2,5.77,Job,Regular,Government,Semi-Urban,English,0
PES University,MBBS,Medical,General Medicine,3,8.16,Job,Distance,Deemed,Urban,Regional,0
Amity University,B.Arch,General,General Studies,1,8.8,Teaching,Distance,Deemed,Rural,English,1
IISc Bangalore,BA English,Arts,English,2,5.71,Job,Distance,Government,Rural,Hindi,0
BITS Pilani,B.Com,Commerce,Banking,3,5.87,Research,Distance,Deemed,Semi-Urban,Hindi,0
Graphic Era University,B.Tech Electrical,Engineering,Civil,6,5.06,Teaching,Regular,Private,Semi-Urban,English,0
Calcutta University,LLM,General,General Studies,1,7.66,Teaching,Distance,Private,Semi-Urban,Hindi,0
IIT Roorkee,BA English,Arts,English,3,7.71,Job,Online,Government,Semi-Urban,English,1
Banaras Hindu University,LLM,General,General Studies,1,7.5,Teaching,Regular,Private,Rural,Regional,1
Punjab University,BA English,Arts,Political Science,4,6.58,Teaching,Online,Government,Urban,Hindi,0
Symbiosis International University,MBA HR,Management,HR,4,7.14,Teaching,Regular,Government,Rural,Hindi,0
Bennett University,MBA HR,Management,HR,2,8.83,Job,Regular,Deemed,Rural,Hindi,1
Thapar University,BA English,Arts,History,8,5.91,Research,Online,Private,Semi-Urban,Hindi,0
Graphic Era University,MCA,IT,AI,5,6.01,Job,Regular,Government,Semi-Urban,Hindi,0
IISc Bangalore,Mass Communication,Commerce,Accounting,6,8.33,Research,Online,Deemed,Semi-Urban,Regional,1
Harvard University,MBBS,Medical,General Medicine,7,9.33,Teaching,Regular,Government,Urban,Hindi,1
IIT Kharagpur,PhD Research,Research,Interdisciplinary,5,6.7,Research,Distance,Private,Urban,English,1
IIT BHU,LLM,General,General Studies,7,9.66,Job,Regular,Private,Semi-Urban,Hindi,0
Jadavpur University,M.Com,Commerce,Banking,7,5.29,Job,Online,Deemed,Semi-Urban,English,1
IIT Bombay,PhD Research,Research,Interdisciplinary,7,5.59,Job,Distance,Government,Rural,English,2
Stanford University,M.Com,Commerce,Banking,3,7.3,Teaching,Distance,Private,Rural,Regional,0
IIT Kharagpur,M.Des Interaction,General,General Studies,1,8.62,Research,Distance,Private,Rural,Hindi,0
Lucknow University,M.Tech AI,Engineering,Mechanical,4,6.85,Job,Distance,Private,Semi-Urban,Regional,0
Symbiosis International University,B.Tech Electrical,Engineering,Computer Science,5,7.77,Job,Regular,Private,Rural,Hindi,0
Thapar University,MA English,Arts,History,8,5.14,Job,Online,Private,Urban,Hindi,0
IIT Guwahati,M.Tech AI,Engineering,Civil,7,7.31,Teaching,Distance,Government,Rural,Regional,1
Jadavpur University,MBBS,Medical,Dentistry,4,6.21,Job,Online,Government,Urban,Regional,0
IIT Bombay,B.Pharma,Medical,Dentistry,7,7.58,Teaching,Online,Deemed,Rural,English,1
Rajasthan University,BBA,Management,Marketing,6,7.63,Teaching,Distance,Private,Urban,English,1
IIT Roorkee,M.Com,Commerce,Accounting,3,8.77,Job,Online,Deemed,Semi-Urban,English,1
Jamia Millia Islamia,BA Psychology,Arts,History,8,7.7,Teaching,Online,Government,Urban,Regional,1
Osmania University,B.Com,Commerce,Accounting,6,8.07,Teaching,Online,Government,Rural,Hindi,1
University of Mumbai,MBBS,Medical,General Medicine,6,7.65,Job,Online,Deemed,Semi-Urban,English,1
BIT Mesra,Animation & VFX,Design,Product Design,3,9.95,Job,Regular,Government,Semi-Urban,Regional,1
University of Mumbai,BA Psychology,Arts,English,1,8.96,Research,Regular,Private,Semi-Urban,English,2
Massachusetts Institute of Technology (MIT USA),M.Des Interaction,General,General Studies,8,8.78,Job,Regular,Private,Urban,Hindi,0
IIT BHU,B.Sc Data Science,IT,Data Science,6,8.14,Research,Online,Government,Semi-Urban,Regional,1
LPU Phagwara,B.Des UI/UX,General,General Studies,5,7.64,Research,Regular,Private,Rural,Regional,2
BIT Mesra,B.Tech Electrical,Engineering,Electrical,7,6.72,Research,Distance,Deemed,Semi-Urban,Hindi,1
Sharda University,M.Sc Data Science,IT,AI,3,8.92,Job,Online,Government,Rural,Regional,0
Patna University,B.Sc Data Science,IT,Data Science,3,5.95,Research,Regular,Deemed,Semi-Urban,Regional,0
University of Cambridge,BA Psychology,Arts,Political Science,7,5.18,Research,Regular,Government,Urban,Regional,0
Ashoka University,B.Com,Commerce,Accounting,4,8.49,Research,Online,Private,Semi-Urban,English,1
OP Jindal Global University,Mass Communication,Commerce,Banking,2,5.72,Job,Online,Private,Rural,Hindi,0
Anna University,BA Psychology,Arts,Political Science,8,9.52,Job,Online,Private,Rural,English,1
OP Jindal Global University,LLB,Law,Corporate Law,6,8.85,Job,Distance,Private,Semi-Urban,Hindi,2
Anna University,Mass Communication,Commerce,Accounting,5,8.01,Job,Regular,Deemed,Urban,Regional,1
IIT Hyderabad,BA English,Arts,History,1,6.57,Teaching,Distance,Deemed,Semi-Urban,Hindi,0
IIT Indore,MA English,Arts,History,6,8.19,Job,Regular,Government,Urban,Regional,2
LPU Phagwara,BA English,Arts,Political Science,7,7.38,Research,Online,Private,Rural,Regional,2
Teerthanker Mahaveer University (TMU),B.Tech Mechanical,Engineering,Computer Science,1,6.46,Job,Regular,Private,Rural,Hindi,0
OP Jindal Global University,B.Tech Computer Science,Engineering,Civil,4,9.73,Teaching,Online,Deemed,Semi-Urban,Regional,0
Moradabad Institute of Technology (MIT),M.Sc Data Science,IT,Data Science,6,5.81,Teaching,Regular,Private,Urban,English,0
Amrita University,B.Tech Electronics,Engineering,Mechanical,1,8.77,Teaching,Distance,Private,Rural,Hindi,0
Galgotias University,MBA Finance,Management,Marketing,6,9.0,Job,Regular,Private,Urban,Hindi,1
IIT Hyderabad,Animation & VFX,Design,UI/UX,3,9.76,Teaching,Online,Deemed,Semi-Urban,Hindi,1
Stanford University,B.Sc Data Science,IT,AI,6,7.75,Teaching,Distance,Deemed,Urban,Regional,0
Jamia Millia Islamia,MBBS,Medical,General Medicine,5,7.67,Teaching,Distance,Private,Urban,English,0
Jamia Millia Islamia,B.Com,Commerce,Accounting,6,9.6,Job,Regular,Deemed,Rural,Hindi,2
IIT Bombay,M.Com,Commerce,Accounting,1,9.01,Teaching,Regular,Private,Urban,Regional,1
SRM University,MBA Marketing,Management,Marketing,5,8.82,Teaching,Distance,Government,Urban,English,1
PES University,B.Arch,General,General Studies,1,8.95,Research,Regular,Private,Rural,Regional,1
IIT Madras,PhD Research,Research,Interdisciplinary,8,7.47,Research,Online,Private,Rural,Regional,1
IIT Indore,BCA,IT,Software,7,5.21,Research,Online,Government,Semi-Urban,English,1
Chandigarh University,B.Tech Electrical,Engineering,Civil,7,5.99,Teaching,Regular,Private,Rural,Regional,2
IIT Kanpur,PhD Research,Research,Interdisciplinary,2,8.21,Research,Distance,Private,Urban,English,1
Sharda University,M.Sc Data Science,IT,Software,2,6.98,Job,Regular,Government,Semi-Urban,Hindi,0
Delhi University,PhD Research,Research,Interdisciplinary,5,8.03,Research,Distance,Private,Rural,Hindi,1
Amrita University,BCA,IT,AI,7,7.76,Job,Distance,Government,Rural,English,1
Sharda University,M.Des Interaction,General,General Studies,2,7.19,Research,Online,Government,Rural,Regional,0
University of Mumbai,MA Psychology,Arts,Political Science,2,6.17,Research,Regular,Private,Semi-Urban,Hindi,0
Pune University,Cyber Security Specialization,General,General Studies,3,8.59,Research,Distance,Private,Semi-Urban,English,1
Massachusetts Institute of Technology (MIT USA),MBBS,Medical,General Medicine,1,9.55,Job,Distance,Private,Rural,English,1
IIT Kanpur,MBBS,Medical,General Medicine,2,8.85,Job,Distance,Government,Semi-Urban,Regional,1
Aligarh Muslim University,MBA Finance,Management,HR,5,5.6,Research,Distance,Government,Urban,Regional,2
IIT Kharagpur,Hotel Management,Management,Finance,3,7.69,Job,Online,Deemed,Urban,Hindi,1
Calcutta University,MBA HR,Management,Finance,7,9.18,Research,Online,Government,Semi-Urban,Hindi,1
IIT Delhi,Hotel Management,Management,Finance,2,7.95,Teaching,Online,Deemed,Rural,Hindi,1
IIT Indore,M.Des Interaction,General,General Studies,6,7.2,Teaching,Online,Government,Semi-Urban,Regional,1
Jamia Millia Islamia,B.Com,Commerce,Accounting,7,6.42,Teaching,Online,Private,Semi-Urban,Hindi,0
IIT Hyderabad,Animation & VFX,Design,Product Design,5,6.65,Job,Regular,Private,Rural,English,1
Amrita University,BA English,Arts,Political Science,1,6.21,Teaching,Regular,Private,Rural,English,2
IIT Roorkee,MBA Finance,Management,Finance,8,5.98,Research,Online,Deemed,Urban,Hindi,0
BIT Mesra,LLM,General,General Studies,7,7.94,Research,Distance,Private,Urban,Regional,1
University of Cambridge,B.Des UI/UX,General,General Studies,6,7.55,Job,Distance,Government,Semi-Urban,Hindi,1
PES University,MBBS,Medical,General Medicine,7,8.67,Research,Regular,Private,Urban,English,2
IIT BHU,MBA HR,Management,Finance,2,6.54,Teaching,Regular,Private,Rural,Hindi,1
Massachusetts Institute of Technology (MIT USA),MBA Finance,Management,Finance,5,7.3,Research,Regular,Government,Rural,English,1
IIT Indore,B.Tech Electrical,Engineering,Computer Science,6,8.4,Job,Online,Deemed,Urban,Regional,1
IIT Guwahati,MBA Marketing,Management,Finance,8,9.82,Research,Distance,Private,Semi-Urban,English,0
IIT Delhi,MA English,Arts,English,5,6.74,Research,Distance,Deemed,Urban,Hindi,0
BIT Mesra,Nursing,General,General Studies,4,6.49,Teaching,Regular,Deemed,Rural,Regional,1
Stanford University,BA Psychology,Arts,History,7,7.25,Job,Regular,Private,Urban,Regional,1
IIT BHU,B.Tech Civil,Engineering,Electrical,6,8.62,Teaching,Regular,Government,Urban,Regional,2
University of Oxford,BA Psychology,Arts,Political Science,5,9.81,Research,Regular,Deemed,Rural,Hindi,1
Symbiosis International University,MA Psychology,Arts,English,6,7.68,Job,Online,Government,Semi-Urban,English,1
Shiv Nadar University,B.Arch,General,General Studies,4,9.06,Research,Distance,Deemed,Rural,Hindi,1
IIT Hyderabad,BBA,Management,HR,1,7.32,Research,Online,Private,Urban,English,1
University of Mumbai,BA English,Arts,Political Science,8,5.2,Teaching,Distance,Government,Rural,Regional,0
Banaras Hindu University,MBA HR,Management,Finance,1,9.47,Research,Online,Government,Semi-Urban,English,1
Graphic Era University,BA Psychology,Arts,History,7,6.45,Job,Distance,Deemed,Semi-Urban,Regional,0
BIT Mesra,B.Tech Civil,Engineering,Civil,3,5.69,Job,Online,Government,Semi-Urban,Regional,0
Shiv Nadar University,Mass Communication,Commerce,Banking,6,9.98,Teaching,Distance,Private,Semi-Urban,Regional,1
Rajasthan University,LLM,General,General Studies,4,6.74,Teaching,Online,Government,Urban,Regional,0
Sharda University,B.Pharma,Medical,Dentistry,8,5.68,Job,Distance,Government,Urban,Hindi,0
IIT Indore,LLB,Law,Criminal Law,5,6.56,Teaching,Regular,Deemed,Urban,English,1
University of Cambridge,Animation & VFX,Design,Product Design,3,7.57,Research,Distance,Government,Urban,Hindi,1
Anna University,B.Pharma,Medical,General Medicine,6,5.44,Job,Distance,Government,Semi-Urban,Regional,0
Graphic Era University,B.Tech Mechanical,Engineering,Computer Science,3,6.76,Teaching,Online,Private,Semi-Urban,English,0
Christ University,B.Sc Data Science,IT,Software,8,8.34,Job,Regular,Government,Urban,English,1
KIIT Bhubaneswar,BA Psychology,Arts,Political Science,6,9.58,Research,Online,Private,Urban,English,1
University of Mumbai,M.Sc Data Science,IT,AI,7,6.99,Teaching,Distance,Government,Rural,Hindi,0
Pune University,BCA,IT,AI,7,7.82,Job,Distance,Government,Semi-Urban,English,1
University of Mumbai,B.Tech Electrical,Engineering,Electrical,1,8.18,Research,Distance,Private,Urban,English,1
Teerthanker Mahaveer University (TMU),B.Com,Commerce,Accounting,5,5.35,Teaching,Distance,Government,Urban,English,0
KIIT Bhubaneswar,MBA Finance,Management,HR,4,6.71,Job,Online,Government,Urban,English,0
VIT Vellore,M.Tech AI,Engineering,Civil,7,8.42,Research,Regular,Deemed,Urban,Regional,1
Chandigarh University,B.Sc Data Science,IT,AI,1,8.68,Research,Distance,Deemed,Urban,English,1
Banaras Hindu University,MCA,IT,AI,3,6.78,Research,Online,Government,Semi-Urban,Regional,0
Patna University,BCA,IT,AI,2,5.03,Research,Online,Private,Rural,English,0
Lucknow University,B.Tech Electrical,Engineering,Civil,7,5.03,Research,Online,Deemed,Rural,English,0
IISc Bangalore,MBA Marketing,Management,Marketing,3,7.69,Teaching,Online,Government,Rural,Hindi,2
IIT Guwahati,BA Psychology,Arts,Political Science,8,7.76,Research,Online,Deemed,Semi-Urban,Hindi,1
IIT Madras,BCA,IT,Data Science,2,7.78,Teaching,Distance,Government,Urban,Hindi,1
Osmania University,M.Sc Data Science,IT,Data Science,6,8.61,Teaching,Distance,Private,Rural,English,1
LPU Phagwara,B.Arch,General,General Studies,1,9.61,Job,Regular,Deemed,Urban,Regional,1
LPU Phagwara,B.Arch,General,General Studies,6,9.95,Job,Regular,Deemed,Rural,Hindi,2
Christ University,B.Ed,Education,Teaching,4,8.51,Teaching,Regular,Government,Semi-Urban,Hindi,1
University of Cambridge,MBA Finance,Management,Marketing,5,7.57,Research,Regular,Private,Rural,English,1
Teerthanker Mahaveer University (TMU),MBA Finance,Management,Finance,7,5.7,Research,Online,Private,Rural,Hindi,0
Pune University,M.Tech AI,Engineering,Mechanical,2,6.92,Teaching,Online,Private,Urban,English,0
Teerthanker Mahaveer University (TMU),M.Sc Data Science,IT,Data Science,7,7.86,Research,Online,Government,Urban,Regional,0
IIT Hyderabad,B.Tech Mechanical,Engineering,Civil,5,10.0,Teaching,Online,Private,Rural,English,1
OP Jindal Global University,B.Arch,General,General Studies,6,5.63,Job,Online,Private,Semi-Urban,Regional,0
Stanford University,BCA,IT,Software,1,8.97,Research,Online,Government,Semi-Urban,Regional,1
IIT Roorkee,B.Des UI/UX,General,General Studies,1,9.99,Research,Online,Private,Urban,English,2
Jamia Millia Islamia,BBA,Management,Marketing,6,9.03,Research,Online,Private,Rural,English,2
PES University,B.Des UI/UX,General,General Studies,6,8.84,Job,Regular,Deemed,Rural,Regional,1
KIIT Bhubaneswar,BCA,IT,AI,1,6.29,Research,Distance,Private,Rural,Hindi,0
